"Item","Plat","Status"
"Mirage Prime Chassis","4","Online"
"Gas City Elemental Distribution Scene","4","Online"
"Meso S9 Intact","4","Offline"
"Lith L2 Exceptional","4","Offline"
"Meso D2 Intact","4","Online"
"Gas City Corridors Scene","4","Online"
"Handspring","4","Online"
"Gas City Regulators Scene","4","Online"
"Atlas Prime Blueprint","4","Online"
"Neo N8 Exceptional","4","Offline"
"Atlas Prime Systems","4","Online"
"Gas City Lower Foyer Scene","4","Online"
"Akjagara Prime Link","4","Online"
"Neo V5 Radiant","4","Offline"
"Neo S11 Intact","4","Online"
"Energy Inversion","4","Online"
"Lith M2 Intact","4","Offline"
"Pax Seeker","4","Online"
"Lith M4 Exceptional","4","Offline"
"Repeater Clip","4","Online"
"Ballistica Prime Lower Limb","4","Online"
"Soma Prime Blueprint","4","Online"
"Meso C1 Intact","4","Online"
"Rebound","4","Online"
"Lith K1 Intact","4","Offline"
"Covert Lethality","4","Online"
"Meso M2 Intact","4","Online"
"Arcane Resistance","4","Online"
"Bleeding Edge","4","Online"
"Lith B6 Radiant","4","Offline"
"Striker","4","Offline"
"Tigris Prime Stock","4","Online"
"Axi A5 Intact","4","Offline"
"Tigris Prime Receiver","4","Online"
"Revenge","4","Online"
"Ash Prime Blueprint","4","Online"
"Arcane Velocity","4","Online"
"Nyx Prime Blueprint","4","Online"
"Insulation","4","Online"
"Vaya Ayatan Sculpture","4","Online"
"Sah Ayatan Sculpture","4","Online"
"Adept Surge","4","Offline"
"Coaction Drift","4","Online"
"Power Drift","4","Online"
"Unairu Lens","4","Online"
"Swift Deth","4","Offline"
"Naramon Lens","4","Online"
"Body Count","4","Online"
"Axi K5 Intact","4","Online"
"Meso M3 Intact","4","Offline"
"Tigris Prime Barrel","4","Online"
"Spring-Loaded Chamber","4","Online"
"Drifting Contact","4","Online"
"Molten Impact","4","Online"
"Hydraulic Crosshairs","4","Online"
"Proton Jet","4","Online"
"Gas City Lifts Scene","4","Online"
"Meso Z3 Radiant","4","Online"
"Proton Pulse","4","Online"
"Kavasa Prime Collar Blueprint","4","Online"
"Lith B3 Intact","4","Online"
"Ayr Ayatan Sculpture","4","Online"
"Smite Corpus","4","Online"
"Orta Ayatan Sculpture","4","Online"
"Lith L1 Intact","4","Online"
"Cleanse Corpus","4","Online"
"Lua Balcony Scene","4","Online"
"Lith H1 Intact","4","Online"
"Axi O3 Intact","4","Offline"
"Neo B5 Intact","4","Online"
"Mecha Recharge","4","Online"
"Meso N5 Intact","4","Offline"
"Venka Prime Blueprint","4","Online"
"Sharpshooter","4","Online"
"Maglev","4","Online"
"Neo R1 Exceptional","4","Buying"
"Synth Charge","4","Online"
"Mecha Empowered","4","Online"
"Twin Vipers Wraith Barrels","4","Online"
"Synth Fiber","4","Online"
"Tek Collateral","4","Online"
"No Current Leap","4","Offline"
"Shattering Impact","4","Online"
"Virtuos Fury","4","Online"
"Morphic Transformer","4","Online"
"Neo K2 Intact","4","Online"
"Neo D1 Radiant","4","Buying"
"Saryn Prime Neuroptics","4","Online"
"Mantis Avionics","4","Online"
"Lith C4 Exceptional","4","Offline"
"Quick Return","4","Online"
"Scimitar Avionics","4","Online"
"Bane of Grineer","4","Online"
"Atlantis Vulcan","4","Online"
"Magazine Extension","4","Online"
"Eagle Eye","4","Online"
"Gas City Elemental Refinement Scene","4","Online"
"Grineer Settlement Artillery Scene","4","Online"
"Rubico Prime Stock","4","Online"
"Meso S1 Intact","4","Offline"
"Meso K1 Intact","4","Offline"
"Shotgun Scavenger","4","Online"
"Shotgun Amp","4","Online"
"Lith O1 Intact","4","Online"
"Lith B5 Intact","4","Online"
"Master Thief","4","Online"
"Fast Deflection","4","Online"
"Ripload (Lavan)","4","Online"
"Last Stand (Zetki)","4","Online"
"Animal Instinct","4","Online"
"Mutalist Nav Coordinates","4","Online"
"Meso V2 Radiant","4","Buying"
"Arcane Awakening","4","Online"
"Burston Prime Barrel","4","Online"
"Requiem III Intact","4","Online"
"Calculated Spring","4","Offline"
"Deep Freeze","4","Online"
"Augur Seeker","4","Online"
"Failsafe","4","Online"
"Arcane Precision","4","Online"
"Meso R2 Intact","4","Online"
"Furax Wraith Blueprint","4","Online"
"Flame Repellent","4","Online"
"Lith S3 Intact","4","Offline"
"Ripload (Vidar)","4","Online"
"Neo N5 Exceptional","4","Buying"
"Requiem IV Intact","4","Online"
"Fragor Prime Blueprint","4","Online"
"Boar Prime Blueprint","4","Online"
"Axi N4 Radiant","4","Buying"
"Arcane Ultimatum","4","Online"
"Mantis Engines","4","Online"
"Hyperflux (Lavan)","4","Offline"
"Axi P3 Intact","4","Offline"
"Requiem II Intact","4","Online"
"Hydroid Prime Chassis","4","Online"
"Lith V7 Intact","4","Offline"
"Vacuum","4","Online"
"Aviator","4","Online"
"Boar Prime Receiver","4","Online"
"Requiem I Intact","4","Online"
"Destreza Prime Handle","4","Online"
"Fragor Prime Head","4","Online"
"Lith V7 Exceptional","4","Offline"
"Zephyr Prime Chassis","4","Online"
"Neo H1 Intact","4","Online"
"Axi C2 Intact","4","Offline"
"Hull Weave (Lavan)","4","Online"
"Axi B2 Intact","4","Offline"
"Meso N9 Intact","4","Online"
"Lith F2 Intact","4","Offline"
"Nami Skyla Prime Blueprint","4","Online"
"Saryn Prime Systems","4","Online"
"Frost Jaw","4","Online"
"Phasic Weave (Vidar)","4","Online"
"Hastened Deflection","4","Online"
"Dakra Prime Blueprint","4","Online"
"Axi S3 Flawless","4","Offline"
"Lith V6 Intact","4","Online"
"Neo V2 Radiant","4","Offline"
"Sharpened Bullets","4","Online"
"Ballistica Prime Upper Limb","4","Online"
"Neo N4 Intact","4","Offline"
"Lith N3 Exceptional","4","Buying"
"Axi B3 Radiant","4","Offline"
"Flailing Branch","4","Online"
"Neo I1 Exceptional","4","Offline"
"Fire Suppression","4","Online"
"Battle Forge","4","Online"
"Tempered Bound","4","Offline"
"Maxima (Vidar)","4","Online"
"Redeemer Prime Blade","4","Online"
"Lith W2 Intact","4","Online"
"Axi R3 Intact","4","Online"
"Braton Prime Blueprint","4","Online"
"Catalyzer Link","4","Online"
"Twirling Spire","4","Online"
"Natural Talent","4","Online"
"Vasto Prime Receiver","4","Online"
"Banshee Prime Blueprint","4","Online"
"Braton Prime Stock","4","Online"
"Bronco Prime Barrel","4","Online"
"Polar Coil (Vidar)","4","Online"
"Neo H2 Intact","4","Offline"
"Boltor Prime Receiver","4","Online"
"Axi K1 Radiant","4","Buying"
"Breach Quanta","4","Online"
"Neo T1 Intact","4","Online"
"Lith S7 Intact","4","Online"
"Air Thrusters","4","Offline"
"Rising Skill","4","Offline"
"Neo V6 Radiant","4","Offline"
"Valana Ayatan Sculpture","3","Online"
"Grim Fury","3","Online"
"Neo S9 Intact","3","Online"
"Lith P2 Intact","3","Online"
"Neo S9 Radiant","3","Offline"
"Neo S1 Radiant","3","Buying"
"Spoiled Strike","3","Online"
"Shrapnel Rounds (Marelok)","3","Offline"
"Bane of Infested","3","Online"
"Equinox Prime Neuroptics","3","Online"
"Ankyros Prime Blueprint","3","Online"
"Protect","3","Online"
"Mecha Pulse","3","Online"
"Brutal Tide","3","Online"
"Lith S4 Intact","3","Online"
"Lith M3 Intact","3","Online"
"Valkyr Prime Neuroptics","3","Online"
"Piv Ayatan Sculpture","3","Online"
"Shell Compression","3","Online"
"Seeking Force","3","Online"
"Neo Z5 Radiant","3","Buying"
"Latron Prime Blueprint","3","Online"
"Rapid Resilience","3","Online"
"Brain Storm (Grakata)","3","Offline"
"Critical Delay","3","Online"
"Collision Force","3","Online"
"Lith V5 Intact","3","Online"
"Arcane Rage","3","Online"
"Cernos Prime String","3","Online"
"Axi K3 Intact","3","Offline"
"Redeemer Prime Blueprint","3","Online"
"Cernos Prime Grip","3","Online"
"Hydraulic Gauge","3","Offline"
"Axi C3 Intact","3","Online"
"EMP Aura","3","Online"
"Neo V6 Intact","3","Offline"
"Gorgon Wraith Receiver","3","Online"
"Lith B5 Radiant","3","Offline"
"Directed Convergence","3","Offline"
"Axi E2 Intact","3","Offline"
"Akbolto Prime Link","3","Online"
"Adrenaline Boost","3","Offline"
"Scimitar Fuselage","3","Online"
"Blind Shot","3","Offline"
"Meso S6 Intact","3","Offline"
"Proboscis","3","Online"
"Neo S8 Intact","3","Online"
"Arcane Pulse","3","Online"
"Rifle Aptitude","3","Online"
"Anode Cell (Vidar)","3","Online"
"Vectis Prime Stock","3","Online"
"Ablative Shell (Lavan)","3","Online"
"Heat Sink (Vidar)","3","Online"
"Vigilante Fervor","3","Online"
"Feathered Arrows","3","Offline"
"Lith O1 Radiant","3","Offline"
"Meso N2 Intact","3","Offline"
"Mirage Prime Neuroptics","3","Online"
"Pyrana Prime Receiver","3","Online"
"Sense Danger","3","Online"
"Emergent Aftermath","3","Offline"
"Mutalist Alad V Assassinate Key","3","Online"
"Lith S2 Radiant","3","Buying"
"Furor","3","Online"
"Galatine Prime Handle","3","Online"
"Thundermiter (Miter)","3","Offline"
"Neo N6 Radiant","3","Buying"
"Lith S5 Radiant","3","Buying"
"Neo Z2 Intact","3","Online"
"Axi V3 Radiant","3","Buying"
"Lith T1 Intact","3","Online"
"Hunter Adrenaline","3","Online"
"Hastened Steps","3","Offline"
"Meso S1 Radiant","3","Buying"
"Deft Tempo","3","Offline"
"Gorgon Wraith Stock","3","Online"
"Lex Prime Barrel","3","Online"
"Axi V7 Intact","3","Offline"
"Precision Munition","3","Offline"
"Arcane Victory","3","Online"
"Battering Maneuver","3","Online"
"Pistol Amp","3","Online"
"Shred","3","Online"
"Lith S7 Radiant","3","Offline"
"Enhanced Durability","3","Online"
"Dera Vandal Blueprint","3","Online"
"Astral Twilight","3","Online"
"Arcane Nullifier","3","Online"
"Gladiator Rush","3","Online"
"Blood for Life","3","Online"
"Lucky Shot","3","Offline"
"Conic Nozzle (Vidar)","3","Online"
"Bronco Prime Blueprint","3","Online"
"Neo F1 Exceptional","3","Buying"
"Astral Slash","3","Online"
"Savagery","3","Online"
"Melee Guidance","3","Online"
"Vital Systems Bypass","3","Offline"
"Triple Tap","3","Offline"
"Paris Prime Grip","3","Online"
"Meso N4 Radiant","3","Buying"
"Axi M1 Intact","3","Offline"
"Concealed Explosives","3","Online"
"Gorgon Wraith Barrel","3","Online"
"Chroma Prime Blueprint","3","Online"
"Seismic Wave","3","Online"
"Sure Shot","3","Online"
"Hit and Run","3","Online"
"Requiem IV Exceptional","3","Offline"
"Axi D1 Intact","3","Online"
"Retribution","3","Online"
"Neo S3 Radiant","3","Buying"
"Helios Prime Carapace","3","Online"
"Neo N8 Radiant","3","Offline"
"Motus Impact","3","Online"
"Lith Z1 Radiant","3","Offline"
"Meso D4 Intact","3","Online"
"Aero Vantage","3","Online"
"Forward Artillery (Lavan)","3","Online"
"Lith K3 Radiant","3","Online"
"Axi G3 Intact","3","Online"
"Braton Prime Receiver","3","Online"
"Meso T1 Radiant","3","Offline"
"Meso E3 Intact","3","Online"
"Paris Prime String","3","Online"
"Plan B","3","Offline"
"Hunter Command","3","Online"
"Contagious Spread","3","Online"
"Axi T3 Intact","3","Online"
"Lith D1 Radiant","3","Offline"
"Pummel","3","Online"
"Soaring Strike","3","Offline"
"Axi S1 Radiant","3","Buying"
"Neo Z1 Intact","3","Offline"
"Helios Prime Blueprint","3","Online"
"Tactical Retreat","3","Offline"
"Lith L2 Intact","3","Online"
"Zhuge Prime Grip","3","Online"
"Lith S8 Radiant","3","Online"
"Measured Burst","3","Offline"
"Sybaris Prime Receiver","3","Online"
"Secondary Wind","3","Offline"
"Vazarin Lens","3","Online"
"Augur Accord","3","Online"
"Ammo Stock","3","Online"
"Heightened Reflexes","3","Offline"
"Unleashed","3","Online"
"Continuous Misery","3","Online"
"Nikana Prime Blueprint","3","Online"
"Heavy Warhead","3","Offline"
"Dig","3","Online"
"Meso H1 Intact","3","Offline"
"Lith Z2 Radiant","3","Offline"
"Neo V2 Intact","3","Online"
"Meso C3 Intact","3","Offline"
"Meso Z2 Intact","3","Online"
"Sovereign Outcast","3","Online"
"Gunslinger","3","Online"
"Streamlined Form","3","Online"
"Lith Z2 Intact","3","Online"
"Polar Coil (Zetki)","3","Online"
"Pack Leader","3","Online"
"Shrapnel Shot","3","Online"
"Neo R3 Intact","3","Online"
"Bleeding Willow","3","Online"
"Sniper Scavenger","3","Online"
"Barrel Diffusion","3","Online"
"Pointed Wind","3","Online"
"Lith M4 Intact","3","Online"
"Meso E2 Intact","3","Online"
"Thumper","3","Online"
"Endurance Drift","2","Online"
"Neo B2 Intact","2","Online"
"Neutralize","2","Offline"
"Oberon Prime Blueprint","2","Online"
"Arcane Healing","2","Online"
"Skull Shots (Viper)","2","Offline"
"Sudden Justice","2","Offline"
"Cernos Prime Blueprint","2","Online"
"Lasting Sting","2","Online"
"Final Tap","2","Offline"
"Lith C4 Radiant","2","Offline"
"Defiled Snapdragon","2","Online"
"Shotgun Savvy","2","Online"
"Large Murkray","2","Online"
"Charged Chamber","2","Online"
"Gladiator Aegis","2","Online"
"Stormbringer","2","Online"
"Oberon Prime Chassis","2","Online"
"Agility Drift","2","Online"
"Seeker Volley","2","Online"
"Meso G1 Intact","2","Offline"
"Fever Strike","2","Online"
"Cleanse Infested","2","Online"
"Cernos Prime Upper Limb","2","Online"
"Lith V1 Intact","2","Offline"
"Eleventh Storm","2","Online"
"Enemy Sense","2","Online"
"Braton Prime Barrel","2","Online"
"Akbronco Prime Link","2","Online"
"Rending Strike","2","Online"
"Depleted Reload","2","Online"
"Neo C1 Intact","2","Online"
"Hush","2","Online"
"Large Cuthol","2","Online"
"Tranquil Cleave","2","Online"
"Virtuos Shadow","2","Online"
"Tactical Pump","2","Online"
"Large Sharrac","2","Online"
"Target Acquired","2","Online"
"Energy Field","2","Online"
"Lith A2 Intact","2","Online"
"Akbronco Prime Blueprint","2","Online"
"Rending Turn","2","Online"
"Large Glappid","2","Online"
"Enduring Affliction","2","Online"
"Sanctuary","2","Online"
"Expel Grineer","2","Online"
"Polar Magazine","2","Online"
"Hollow Point","2","Online"
"Physique","2","Online"
"Piercing Step","2","Online"
"Stradavar Prime Receiver","2","Online"
"Tipedo Prime Blueprint","2","Online"
"Scindo Prime Blueprint","2","Online"
"Killing Blow","2","Online"
"Loyal Companion","2","Online"
"Neo M2 Intact","2","Online"
"Lethal Momentum","2","Online"
"Self Destruct","2","Online"
"Vulpine Mask","2","Online"
"Venka Prime Blades","2","Online"
"Armored Agility","2","Online"
"Meso A1 Intact","2","Offline"
"Broad Eye","2","Online"
"Valkyr Prime Blueprint","2","Online"
"No Return","2","Online"
"Orthos Prime Blade","2","Online"
"Chilling Grasp","2","Online"
"Meso S7 Intact","2","Offline"
"Adorned Tink","2","Online"
"Tek Gravity","2","Online"
"Lith C2 Intact","2","Online"
"Magnificent Charamote","2","Online"
"Rubico Prime Barrel","2","Online"
"Firestorm","2","Online"
"Vectis Prime Blueprint","2","Online"
"Magnificent Tromyzon","2","Online"
"Euphona Prime Blueprint","2","Online"
"Augur Message","2","Online"
"Air Recon","2","Online"
"Magnificent Kriller","2","Online"
"Tempered Blade","2","Online"
"Vital Sense","2","Online"
"Provoked","2","Online"
"Lith Z1 Intact","2","Online"
"Mesa Prime Chassis","2","Online"
"Combustion Beam","2","Online"
"Amber Ayatan Star","2","Online"
"Gnashing Payara","2","Online"
"Patagium","2","Online"
"Akbolto Prime Blueprint","2","Online"
"Lith B4 Exceptional","2","Buying"
"Chroma Prime Chassis","2","Online"
"Meso N8 Intact","2","Online"
"Pistol Pestilence","2","Online"
"Frail Momentum","2","Online"
"Piercing Hit","2","Online"
"Scavenge","2","Online"
"Neo V5 Intact","2","Online"
"Shelter","2","Online"
"Lith T2 Intact","2","Online"
"Destreza Prime Blueprint","2","Online"
"Quickdraw","2","Online"
"Lith A1 Intact","2","Offline"
"Meso N4 Intact","2","Offline"
"Lith P1 Radiant","2","Offline"
"Axi S3 Exceptional","2","Buying"
"Hikou Prime Blueprint","2","Online"
"Cleanse Grineer","2","Online"
"Cleaving Whirlwind","2","Online"
"Limbo Prime Systems","2","Online"
"Gram Prime Blade","2","Online"
"Wolf Sledge Handle","2","Online"
"Axi V9 Radiant","2","Buying"
"Meso N7 Intact","2","Online"
"Meso N6 Flawless","2","Buying"
"Vitality","2","Online"
"Stradavar Prime Barrel","2","Online"
"Adorned Recaster","2","Online"
"Targeting Receptor","2","Offline"
"Neo S12 Intact","2","Online"
"Fang Prime Blade","2","Online"
"Smite Grineer","2","Online"
"Axi K4 Radiant","2","Buying"
"Adorned Kriller","2","Online"
"Burston Prime Blueprint","2","Online"
"Expel Infested","2","Online"
"Akjagara Prime Receiver","2","Online"
"Kogake Prime Boot","2","Online"
"Motus Signal","2","Online"
"Meso R1 Intact","2","Online"
"Lith C3 Intact","2","Online"
"Neo A3 Intact","2","Online"
"Axi K2 Intact","2","Offline"
"Akbolto Prime Barrel","2","Online"
"Gas City Lobby Scene","2","Offline"
"Hellfire","2","Online"
"Axi A3 Intact","2","Offline"
"Tiberon Prime Blueprint","2","Online"
"Meso S5 Intact","2","Offline"
"Slicing Feathers","2","Online"
"Parry","2","Online"
"Gorgon Wraith Blueprint","2","Online"
"Sybaris Prime Blueprint","2","Online"
"Hull Weave (Sigma)","2","Offline"
"Augur Pact","2","Online"
"Pathogen Rounds","2","Online"
"Spira Prime Blueprint","2","Online"
"Magnificent Synathid","2","Online"
"Nebula Bore","2","Online"
"Wolf Sledge Head","2","Online"
"Homing Fang","2","Online"
"Pistol Ammo Mutation","2","Online"
"Tekko Prime Blueprint","2","Online"
"Lith L2 Radiant","2","Offline"
"Toxin Resistance","2","Online"
"Slip Magazine","2","Online"
"Pounce","2","Online"
"Magnificent Longwinder","2","Online"
"Large Norg","2","Online"
"Bane of Corpus","2","Online"
"Lith B2 Intact","2","Online"
"Magnificent Recaster","2","Online"
"Neo K1 Intact","2","Online"
"Reflex Coil","2","Online"
"Lith B4 Flawless","2","Buying"
"Meso O2 Intact","2","Online"
"Lith V8 Exceptional","2","Buying"
"Large Karkina","2","Online"
"Antitoxin","2","Online"
"Large Khut-Khut","2","Online"
"Wukong Prime Neuroptics","2","Online"
"Magnificent Tink","2","Online"
"Master Key","2","Online"
"Meso T2 Intact","2","Offline"
"Afterburner","2","Online"
"Axi A7 Intact","2","Online"
"Grinloked","2","Offline"
"Kuva Fortress Crevice Scene","2","Online"
"Lato Vandal Receiver","2","Online"
"Grineer Sealab Centrifuge Scene","2","Online"
"Galatine Prime Blade","2","Online"
"Meteor Crash","2","Online"
"Basic Kriller","2","Online"
"Calculated Redirection","2","Online"
"Mischief","1","Online"
"Cat's Eye","1","Online"
"Parallax Scope","1","Online"
"Meso A2 Intact","1","Offline"
"Aero Periphery","1","Online"
"Adorned Tromyzon","1","Online"
"Cunning Aspect","1","Offline"
"Argent Scourge","1","Offline"
"Gaia's Tragedy","1","Online"
"Warrior","1","Offline"
"Biting Piranha","1","Offline"
"Pistol Gambit","1","Online"
"Radiant Zodian","1","Online"
"Basic Recaster","1","Online"
"Blood for Ammo","1","Online"
"Ninkondi Prime Chain","1","Online"
"Neo Z4 Intact","1","Online"
"Lith C5 Radiant","1","Buying"
"Lith K3 Intact","1","Online"
"Gas City Alad's Laboratory Scene","1","Online"
"Charm","1","Online"
"Basic Tromyzon","1","Online"
"Meso K2 Intact","1","Offline"
"Basic Charamote","1","Online"
"Shadow Harvest","1","Offline"
"Vile Precision","1","Online"
"Small Mortus Lungfish","1","Online"
"Rifle Ammo Mutation","1","Online"
"Fang Prime Handle","1","Online"
"Medium Sharrac","1","Offline"
"Adorned Synathid","1","Online"
"Dividing Blades","1","Offline"
"Quaking Hand","1","Offline"
"Incendiary Coat","1","Online"
"Pyrana Prime Barrel","1","Online"
"Gram Prime Blueprint","1","Online"
"Shimmering Blight","1","Online"
"Territorial Aggression","1","Online"
"Magus Cloud","1","Online"
"Sharpened Claws","1","Online"
"Swipe","1","Online"
"Meso Z1 Intact","1","Online"
"Basic Longwinder","1","Online"
"Vaporize","1","Online"
"Mafic Rain","1","Offline"
"Star Divide","1","Offline"
"Spare Parts","1","Online"
"Flechette","1","Online"
"Superior Defenses","1","Online"
"Lith P1 Intact","1","Online"
"Dispatch Overdrive","1","Online"
"Medium Yogwun","1","Offline"
"Medium Glappid","1","Online"
"Ignis Wraith Blueprint","1","Online"
"Hunter Synergy","1","Online"
"Hydraulic Barrel","1","Offline"
"Medium Cuthol","1","Online"
"Virtuos Null","1","Online"
"Kill Switch","1","Offline"
"Small Tralok","1","Online"
"Creeping Bullseye","1","Online"
"Fateful Truth","1","Offline"
"Neo L1 Intact","1","Online"
"Magus Vigor","1","Online"
"Medium Mortus Lungfish","1","Online"
"Argon Plating","1","Online"
"Neo M1 Intact","1","Online"
"Jagged Edge","1","Online"
"Heated Charge","1","Online"
"Magnificent Eye-Eye","1","Online"
"Flow","1","Online"
"Heavy Impact","1","Online"
"Adorned Brickie","1","Offline"
"Arcane Trickery","1","Online"
"Thunderbolt","1","Online"
"Shotgun Spazz","1","Online"
"Rush","1","Online"
"Critical Deceleration","1","Online"
"Fired Up","1","Online"
"Disruptor","1","Online"
"Radian Sentirum","1","Online"
"Rending Wind","1","Offline"
"Noble Cadence","1","Offline"
"Vicious Approach","1","Offline"
"Tainted Clip","1","Online"
"Swirling Tiger","1","Online"
"Scarlet Hurricane","1","Offline"
"Vigilante Pursuit","1","Online"
"Lashing Coil","1","Offline"
"Tainted Hydra","1","Offline"
"Crashing Havoc","1","Offline"
"Relentless Combination","1","Online"
"Bulkhead (Sigma)","1","Offline"
"Basic Eye-Eye","1","Online"
"Adorned Eye-Eye","1","Online"
"Crashing Timber","1","Offline"
"Sawtooth Clip","1","Online"
"Rubedo-Lined Barrel","1","Online"
"Pressure Point","1","Online"
"Gemini Cross","1","Online"
"Sundering Strike","1","Online"
"Infected Clip","1","Online"
"Adorned Charamote","1","Online"
"Undying Will","1","Online"
"Lingering Torment","1","Online"
"Stabilizer","1","Online"
"Medium Karkina","1","Online"
"Blunderbuss","1","Online"
"Ghost","1","Online"
"Celestial Nightfall","1","Offline"
"Point Blank","1","Online"
"Shocking Touch","1","Online"
"Intensify","1","Online"
"Mesa Prime Blueprint","1","Online"
"Small Norg","1","Online"
"Steady Hands","1","Online"
"Static Alacrity (Staticor)","1","Offline"
"Finishing Touch","1","Online"
"Fortitude","1","Online"
"Convulsion","1","Online"
"Basic Tink","1","Online"
"Marquise Thyst","1","Online"
"Small Sharrac","1","Online"
"Last Herald","1","Offline"
"Sudden Impact","1","Online"
"Ferocity","1","Online"
"Lith A3 Intact","1","Online"
"Orthos Prime Blueprint","1","Online"
"Meso Z3 Intact","1","Online"
"Concussion Rounds","1","Online"
"Crowd Dispersion","1","Online"
"Hawk Eye","1","Online"
"Banshee Prime Neuroptics","1","Online"
"Howl","1","Online"
"Medium Murkray","1","Online"
"Small Glappid","1","Online"
"Lex Prime Blueprint","1","Online"
"Neo N8 Intact","1","Online"
"Medium Tralok","1","Online"
"Focused Acceleration","1","Offline"
"Small Charc Eel","1","Online"
"Meso S8 Intact","1","Online"
"Heart Nyth","1","Online"
"Regen","1","Online"
"Basic Synathid","1","Online"
"Rising Steel","1","Offline"
"Charged Shell","1","Online"
"Steel Fiber","1","Online"
"Piercing Fury","1","Offline"
"Burdened Magazine","1","Online"
"Assault Mode","1","Online"
"Lith C1 Intact","1","Offline"
"Rubico Prime Receiver","1","Online"
"Magazine Warp","1","Online"
"Neo G1 Intact","1","Online"
"Meso T3 Intact","1","Online"
"Meso O1 Intact","1","Offline"
"Metal Fiber","1","Online"
"Medium Norg","1","Online"
"Gorgon Frenzy","1","Offline"
"True Steel","1","Online"
"Enhanced Vitality","1","Online"
"Stunning Speed","1","Online"
"Small Karkina","1","Online"
"Mobilize","1","Online"
"Ice Spring","1","Online"
"Lightning Dash","1","Online"
"Cryo Rounds","1","Online"
"Melee Prowess","1","Online"
"Intruder","1","Online"
"Fatal Acceleration","1","Online"
"Thief's Wit","1","Online"
"Lith B6 Intact","1","Online"
"Clashing Forest","1","Online"
"Orvius Blade","1","Online"
"Wildfire","1","Online"
"Accelerated Deflection","1","Online"
"Silva & Aegis Prime Hilt","1","Online"
"Cold Snap","1","Online"
"Paris Prime Upper Limb","1","Online"
"Lightning Rod","1","Online"
"Coiling Viper","1","Online"
"Burston Prime Stock","1","Online"
"Extend","1","Online"
"Small Cuthol","1","Online"
"Neo R2 Intact","1","Online"
"Sinister Reach","1","Online"
"Sinking Talon","1","Online"
"Terminal Velocity","1","Online"
"Medium Charc Eel","1","Online"
"Sybaris Prime Stock","1","Online"
"Firewalker","1","Online"
"Fury","1","Online"
"Streamline","1","Online"
"Large Charc Eel","1","Online"
"Neo Z3 Intact","1","Online"
"Brief Respite","1","Online"
"Limbo Prime Blueprint","1","Online"
"Zephyr Prime Neuroptics","1","Online"
"Vigilante Vigor","1","Online"
"Hunter Track","1","Online"
"Smite Infested","1","Online"
"Axi L1 Flawless","1","Buying"
"Toxic Flight","1","Online"
"Arcane Momentum","1","Online"
"Kronen Prime Blueprint","1","Online"
"Hunter Recovery","1","Online"
"Razor Munitions","1","Buying"
"Large Yogwun","1","Online"
"Neo R2 Exceptional","1","Offline"
"Tainted Mag","1","Online"
"Large Mortus Lungfish","1","Online"
"Orthos Prime Handle","1","Online"
"Large Tralok","1","Offline"
"Organ Shatter","1","Online"
"Blind Justice","1","Online"
"Diamond Skin","1","Online"
"Bronco Prime Receiver","1","Online"
"Hornet Strike","1","Online"
"Redirection","1","Online"
"Small Murkray","1","Online"
"Cutting Edge","1","Online"
"Full Contact","1","Online"
"Seeking Fury","1","Online"
"Neo S7 Intact","1","Online"
"Stealth Drift","1","Online"
"Shock Absorbers","1","Online"
"Crash Course","1","Online"
"Guardian","1","Online"
"Guardian Derision","1","Online"
"Lith K2 Radiant","1","Offline"
"Perpetual Agony","1","Online"
"Ravage","1","Online"
"Life Strike","1","Online"
"Point Strike","1","Online"
"Seeker","1","Online"
"Sundering Weave","0","Online"
"Arrow Mutation","0","Online"
"Meso V6 Intact","0","Offline"
"Hell's Chamber","0","Online"
"Lith W2 Radiant","0","Offline"
"North Wind","0","Online"
"Neo G2 Intact","0","Offline"
"Ice Storm","0","Online"
"Paris Prime Blueprint","0","Online"
"Orvius Disc","0","Online"
"Shotgun Ammo Mutation","0","Online"
"Corpus Ship Freight Scene","0","Online"
"Meso T1 Intact","0","Offline"
"Full Capacity","0","Offline"
"Medium Khut-Khut","0","Offline"
"Split Chamber","0","Online"
"Razor Shot","0","Online"
"Small Mawfish","0","Offline"
"Meso L1 Intact","0","Offline"
"Magnificent Sapcaddy","0","Online"
"Loose Magazine","0","Offline"
"Magnificent Echowinder","0","Online"
"Neo A2 Intact","0","Offline"
"Reaping Spiral","0","Online"
"Suppress","0","Online"
"Smooth Phasmin","0","Online"
"Adorned Echowinder","0","Online"
"Magnificent Scrubber","0","Online"
"Adorned Sapcaddy","0","Online"
"Basic Sapcaddy","0","Online"
"Burston Prime Receiver","0","Online"
"Basic Echowinder","0","Online"
"Fang Prime Blueprint","0","Online"
"Magnificent Brickie","0","Online"
"Basic Brickie","0","Online"
"Proof Fragment","0","Offline"
"Magnificent Mirewinder","0","Online"
"Adorned Mirewinder","0","Online"
"Adorned Longwinder","0","Online"
"Sniper Ammo Mutation","0","Online"
"Small Goopolla","0","Online"
"Maximum Capacity","0","Offline"
"Lith S8 Intact","0","Offline"
"Arcane Consequence","0","Online"
"Warm Coat","0","Online"
"Cyan Ayatan Star","0","Online"
"Akjagara Prime Blueprint","0","Online"
"Energy Channel","0","Online"
"Goblite Tears","0","Online"
"Reflection","0","Online"
"Adorned Scrubber","0","Online"
"Lith V8 Intact","0","Offline"
"Flux Overdrive","0","Online"
